player,country,start,end,matches,bat_innings,bowl_innings,field_innings,not_outs,runs,high_score,high_score_not_out,average,balls_faced,strike_rate,hundreds,fifties,ducks,fours,sixes,overs,maidens,wickets,economy,best_bowling_innings,four_wickets,five_wickets,ten_wickets,dismissals,caught,caught_fielder,caught_behind,stumped,max_dismissals_innings
JL Smith,England,2023,2024,7,15,0,24,0,637,111,FALSE,42.46666666666667,0,NA,1,4,0,0,0,0,0,0,NA,NA,0,0,0,39,38,0,38,1,5
JL Solozano,West Indies,2021,2021,1,0,0,2,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
JL Tutty,COK,2024,2024,6,2,6,6,0,169,9,FALSE,12.8125,18,42.33333333333333,0,0,0,0,0,24,0,8,6.541666666666667,2/17,0,0,0,1,1,1,0,0,1
JL de Mey,NED,2021,2021,3,0,2,3,0,67,NA,FALSE,67,0,42,0,0,0,0,0,7,0,1,9.571428571428571,1/35,0,0,0,1,1,1,0,0,1
JM Anderson,England,2002,2024,194,460,560,566,117,36255,81,TRUE,20.995340460488006,2,41.42535491480272,0,1,35,0,0,70.2,1,991,5.187045445482412,7/42,11,34,3,163,163,163,0,0,7
JM Bairstow,England,2011,2024,107,250,0,371,28,7713,167,TRUE,33.11843803786575,1215,137.53086419753086,12,36,23,148,76,0,0,0,NA,NA,0,0,0,361,343,100,243,18,12
JM Bird,Australia,2012,2017,9,9,17,17,6,1085,19,TRUE,22.490196078431374,0,56.88235294117647,0,0,1,0,0,0,0,34,3.2326783867631854,5/59,0,1,0,2,2,2,0,0,1
JM Blackham,Australia,1877,1894,35,62,0,62,11,800,74,FALSE,15.68627450980392,0,NA,0,4,6,0,0,0,0,0,NA,NA,0,0,0,61,37,2,35,24,4
JM Blanckenberg,South Africa,1913,1924,18,30,25,29,7,2272,59,FALSE,25.032971014492755,0,64.8,0,2,2,0,0,0,0,60,2.8040123456790123,6/76,0,4,0,9,9,9,0,0,2
JM Brearley,England,1976,1981,25,66,0,100,3,1442,91,FALSE,22.88888888888889,0,NA,0,9,6,0,0,0,0,0,NA,NA,0,0,0,64,64,64,0,0,5
JM Cox,England,2024,2024,3,2,0,5,0,17,17,FALSE,8.5,14,121.42857142857142,0,0,1,3,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,2
JM Davison,Canada,2003,2011,32,36,36,37,0,2269,19,FALSE,21.544444444444444,40,61.09722222222222,0,0,2,2,3,18,0,40,4.7584397986837015,3/15,0,0,0,19,19,19,0,0,3
JM Ghorpade,India,1953,1959,8,15,5,12,0,360,41,FALSE,Inf,0,Inf,0,0,3,0,0,0,0,0,5.24,NA,0,0,0,4,4,4,0,0,1
JM Gregory,Australia,1920,1928,24,34,42,44,3,3794,119,FALSE,34.06034155597723,0,65.67058823529412,2,7,3,0,0,0,0,85,2.846291651737728,7/69,0,4,0,37,37,37,0,0,3
JM Holland,Australia,2016,2018,4,7,8,8,5,580,3,FALSE,33.388888888888886,0,106.66666666666669,0,0,0,0,0,0,0,9,3.5875,3/83,0,0,0,1,1,1,0,0,1
JM How,New Zealand,2005,2011,41,40,2,77,1,832,92,FALSE,Inf,67,Inf,0,4,4,5,1,0,0,0,2,NA,0,0,0,38,38,38,0,0,7
JM Iradukunda,RWN,2023,2023,3,2,3,3,0,84,1,FALSE,Inf,3,Inf,0,0,1,0,0,8,0,0,10.375,NA,0,0,0,3,3,3,0,0,3
JM Joao,MOZ,2022,2024,13,6,4,13,1,109,18,FALSE,36.9,64,52.375,0,0,0,4,0,6,0,1,10.833333333333334,1/24,0,0,0,4,4,4,0,0,1
JM Kemp,South Africa,2001,2007,12,13,9,16,3,510,89,TRUE,Inf,160,Inf,0,2,2,17,10,1,0,9,3.890396659707725,3/33,0,0,0,6,6,6,0,0,2
JM Kemp (Afr/SA),NA,2001,2007,85,48,48,84,0,2030,NA,FALSE,31.71875,0,40.71875,0,0,0,0,0,0,0,32,4.673829623944743,3/20,0,0,0,33,33,33,0,0,3
JM Mennie,Australia,2016,2016,2,4,3,3,0,357,10,FALSE,37.666666666666664,0,72,0,0,1,0,0,0,0,4,4.792857142857143,3/49,0,0,0,0,0,0,0,0,0
JM Muirhead,Australia,2014,2014,5,2,5,5,1,113,3,FALSE,11.083333333333334,8,32.5,0,0,0,0,0,15,0,6,7.266666666666667,2/13,0,0,0,3,3,3,0,0,1
JM Neblett,West Indies,1935,1935,1,2,2,2,1,91,11,TRUE,45.5,0,216,0,0,0,0,0,0,0,1,2.0833333333333335,1/44,0,0,0,0,0,0,0,0,0
JM Noreiga,West Indies,1971,1971,4,5,7,7,2,504,9,FALSE,16.333333333333332,0,77.76470588235294,0,0,1,0,0,0,0,17,2.237518910741301,9/95,0,2,0,2,2,2,0,0,2
JM Obando,CRC,2024,2024,1,1,0,1,0,0,0,FALSE,0,5,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
JM Parker,New Zealand,1973,1981,24,64,2,89,2,1542,121,FALSE,17.185792349726775,0,22,3,5,4,0,0,0,0,2,3.675,1/24,0,0,0,42,41,41,0,1,6
JM Parks,England,1954,1968,46,68,2,86,7,2013,108,TRUE,41.58196721311475,0,54,2,9,3,0,0,0,0,1,5.666666666666667,1/43,0,0,0,114,103,2,101,11,5
JM Patel,Canada,1955,1979,3,12,13,14,1,756,12,FALSE,Inf,0,Inf,0,0,5,0,0,0,0,29,2.6572766364070715,9/69,0,2,1,2,2,2,0,0,1
JM Read,England,1882,1893,17,29,0,33,2,461,57,FALSE,17.074074074074073,0,NA,0,2,3,0,0,0,0,0,NA,NA,0,0,0,8,8,8,0,0,1
JM Sharma,India,2023,2024,9,7,0,9,0,100,35,FALSE,14.285714285714286,68,147.05882352941177,0,0,1,11,4,0,0,0,NA,NA,0,0,0,4,3,0,3,1,1
JM Sims,England,1935,1937,4,4,8,8,0,496,12,FALSE,23.818181818181817,0,80.63636363636364,0,0,1,0,0,0,0,11,3.246899661781285,5/73,0,1,0,6,6,6,0,0,3
JM Taylor,Australia,1920,1926,20,28,3,37,0,1042,108,FALSE,40.30357142857143,0,114,1,8,1,0,0,0,0,1,2.3684210526315788,1/25,0,0,0,11,11,11,0,0,1
JM Vince,England,2015,2023,25,41,6,66,0,1100,83,FALSE,Inf,361,Inf,0,5,2,47,14,0,0,1,4.339285714285714,1/18,0,0,0,25,25,25,0,0,6
JM Vujnovich,CRT,2022,2024,9,9,9,9,1,270,25,FALSE,15.618055555555555,151,38.636865342163354,0,0,1,5,0,27.3,0,9,6.581818181818182,2/23,0,0,0,2,2,2,0,0,2
JM Wiener,Australia,1979,1980,7,13,4,17,0,390,93,FALSE,Inf,0,Inf,0,2,0,0,0,0,0,0,5.826923076923077,NA,0,0,0,6,6,6,0,0,3
JMM Commaille,South Africa,1910,1928,12,22,0,19,1,355,47,FALSE,16.904761904761905,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
JMV Junior,Fiji,2024,2024,2,2,0,2,1,12,9,FALSE,12,13,92.3076923076923,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
JN Crawford,England,1906,1908,12,23,23,23,2,1619,74,FALSE,25.91025641025641,0,56.48717948717949,0,2,1,0,0,0,0,39,3.132092600998638,5/48,0,3,0,13,13,13,0,0,3
JN Dorji,BHU,2019,2024,9,9,0,9,0,74,30,FALSE,8.222222222222221,97,76.28865979381443,0,0,3,8,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
JN Frylinck,Namibia,2019,2024,38,80,84,102,12,3920,57,TRUE,24.03366391601686,671,57.12156408058048,0,1,2,50,17,160.3,1,100,5.758234802984189,6/24,1,2,0,42,42,42,0,0,5
JN Gillespie,Australia,1996,2006,97,190,234,239,28,15283,201,TRUE,26.773888700649263,18,69.3176597120259,1,2,13,4,0,4,0,402,6.4385426201897005,7/37,3,11,0,37,37,37,0,0,2
JN Hamilton,West Indies,2019,2021,1,2,0,3,0,5,5,FALSE,2.5,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,5,5,0,5,0,3
JN Loftie-Eaton,Namibia,2021,2024,40,50,45,78,4,1827,101,FALSE,23.605158730158728,317,60.90415477442292,1,0,3,37,19,50.1,0,33,6.693194765942646,4/34,2,0,0,37,37,32,5,0,5
JN Maguire,Australia,1983,1984,23,25,25,26,1,1889,15,TRUE,27.953508771929823,0,55.22894736842105,0,0,2,0,0,0,0,29,3.859474148250164,4/57,0,0,0,4,4,4,0,0,3
JN Malan,South Africa,2019,2022,23,11,0,33,0,241,55,FALSE,21.90909090909091,186,129.56989247311827,0,1,1,25,11,0,0,0,NA,NA,0,0,0,14,14,14,0,0,4
JN Mohammed,West Indies,2011,2021,36,24,18,44,3,783,23,TRUE,Inf,103,Inf,0,0,1,9,1,2,0,8,5.568181818181818,3/47,0,0,0,5,5,5,0,0,2
JN Rhodes,South Africa,1992,2003,245,82,4,338,9,2545,117,FALSE,Inf,0,Inf,3,17,4,0,0,0,0,0,2.107142857142857,NA,0,0,0,139,139,139,0,0,7
JN Shepherd,West Indies,1969,1971,5,8,8,10,0,556,32,FALSE,17.417763157894736,0,76.05263157894737,0,0,2,0,0,0,0,19,1.9889273356401385,5/104,0,1,0,4,4,4,0,0,2
JN Snape,England,2001,2007,10,11,11,11,0,825,7,FALSE,Inf,11,Inf,0,0,0,0,0,1,0,13,8.285444234404537,3/43,0,0,0,6,6,6,0,0,3
JN Valentine,Canada,1979,1979,3,3,3,3,0,132,NA,FALSE,22,0,38,0,0,0,0,0,0,0,3,3.473684210526316,1/18,0,0,0,1,1,1,0,0,1
JNK Shannon,Ireland,2013,2018,1,8,1,9,0,122,60,FALSE,Inf,84,Inf,0,1,1,12,5,1,0,0,11,NA,0,0,0,1,1,1,0,0,1
JNT Seales,West Indies,2021,2024,15,40,44,44,10,2831,18,FALSE,45.21772486772487,0,66.63789682539682,0,0,5,0,0,0,0,71,4.905760648762776,6/61,0,2,0,6,6,6,0,0,2
JNT Vare,Papau New Guinea,2014,2018,9,7,0,17,0,68,38,FALSE,9.714285714285714,71,95.77464788732394,0,0,0,4,0,0,0,0,NA,NA,0,0,0,15,10,0,10,5,6
JO Angara,Kenya,1997,2003,17,15,15,17,0,1138,NA,FALSE,40.642857142857146,0,42,0,0,0,0,0,0,0,14,5.8061224489795915,3/30,0,0,0,2,2,2,0,0,1
JO Holder,West Indies,2013,2024,138,301,316,318,34,22150,202,TRUE,30.716721180902997,380,70.96323367057855,3,14,18,30,27,222.1,2,387,5.567135058526319,6/42,7,11,1,163,163,163,0,0,8
JO Ngoche,Kenya,2010,2013,17,20,24,24,1,1282,2,FALSE,20.725,17,35.793137254901964,0,0,0,0,0,24,0,24,4.86085801063022,3/18,0,0,0,6,6,6,0,0,1
JO Taylor,West Indies,1958,1959,3,5,5,5,3,277,4,TRUE,14.65,0,67.2,0,0,2,0,0,0,0,10,2.4375,5/109,0,1,0,0,0,0,0,0,0
JO Troughton,England,2003,2003,6,0,0,5,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
JOA Gordon,Canada,2012,2024,12,15,28,28,2,1381,2,TRUE,17.488157894736844,8,33.804385964912285,0,0,0,0,0,54.2,0,39,6.40050826205723,6/43,0,1,0,4,4,4,0,0,2
JOP Scamans,FIN,2019,2024,18,17,0,18,3,166,28,FALSE,11.857142857142858,165,100.6060606060606,0,0,4,11,1,0,0,0,NA,NA,0,0,0,12,10,0,10,2,2
JP Agnew,England,1984,1985,3,7,9,9,3,623,5,FALSE,38.875,0,66,0,0,0,0,0,0,0,7,4.884316770186335,3/38,0,0,0,1,1,1,0,0,1
JP Behrendorff,Australia,2017,2024,12,14,28,28,1,1586,5,FALSE,24.185185185185187,9,49.026620370370374,0,0,0,0,0,53,2,34,6.821105748135147,5/44,1,1,0,10,10,10,0,0,4
JP Bray,Ireland,2006,2009,15,2,0,17,0,2,2,FALSE,1,17,11.76470588235294,0,0,1,0,0,0,0,0,NA,NA,0,0,0,8,8,7,1,0,3
JP Crawley,England,1994,2003,13,61,0,78,9,1800,156,TRUE,34.61538461538461,0,NA,4,9,4,0,0,0,0,0,NA,NA,0,0,0,31,30,30,0,1,3
JP Duminy,South Africa,1927,2019,199,290,236,365,35,12592,166,TRUE,36.28741502760524,1532,75.49423456710039,6,19,16,138,71,77.1,0,133,5.146077392797573,4/47,1,0,0,157,157,157,0,0,9
JP Faulkner,Australia,2012,2017,69,87,93,95,7,6910,41,TRUE,23.7979797979798,138,57.935118089103604,0,0,0,7,5,85.5,0,138,5.6819416994868535,5/27,4,1,0,32,32,32,0,0,3
JP Fellows-Smith,South Africa,1960,1960,4,8,4,7,2,227,35,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,3.210526315789474,NA,0,0,0,2,2,2,0,0,1
JP Greaves,West Indies,2022,2024,5,5,3,10,1,296,115,TRUE,41.70833333333333,0,72,1,0,0,0,0,0,0,3,3.138888888888889,2/36,0,0,0,5,5,5,0,0,4
JP Inglis,Australia,2022,2024,26,28,0,55,5,706,110,FALSE,30.695652173913043,450,156.88888888888891,2,0,2,67,28,0,0,0,NA,NA,0,0,0,44,40,7,33,4,7
JP Kaltapau,VAN,2022,2024,25,23,0,25,3,412,60,FALSE,20.6,416,99.03846153846156,0,1,3,34,5,0,0,0,NA,NA,0,0,0,6,6,6,0,0,2
JP Kotze,Namibia,2019,2024,18,40,0,61,4,780,101,TRUE,21.666666666666668,657,118.7214611872146,1,2,5,76,36,0,0,0,NA,NA,0,0,0,22,18,10,8,4,4
JP Maher,Australia,1998,2003,26,0,0,26,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,18,18,10,8,0,3
JP Millmow,New Zealand,1990,1990,5,5,5,5,0,464,NA,FALSE,58,0,67.5,0,0,0,0,0,0,0,4,5.155555555555556,2/22,0,0,0,1,1,1,0,0,1
JP Stephenson,England,1989,1989,1,2,0,2,0,36,25,FALSE,18,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
JP Taylor,England,1993,1994,1,5,5,5,2,230,17,TRUE,Inf,0,Inf,0,0,1,0,0,0,0,3,4.958333333333334,1/18,0,0,0,0,0,0,0,0,0
JPF Travers,Australia,1902,1902,1,2,1,2,0,24,9,FALSE,9.5,0,48,0,0,0,0,0,0,0,1,1.75,1/14,0,0,0,1,1,1,0,0,1
JPR Lamsam,Hong Kong,2004,2008,2,2,2,2,0,94,NA,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,7.833333333333333,NA,0,0,0,1,1,1,0,0,1
JQK Moala,Fiji,2024,2024,6,4,6,6,0,124,5,FALSE,7.51388888888889,21,28.095238095238095,0,0,1,0,0,20,2,9,5.75,3/21,0,0,0,2,2,2,0,0,1
JR Barry,Bhm,2021,2023,10,9,9,10,2,278,30,TRUE,18.517857142857142,178,43.20505617977528,0,0,1,12,0,19.2,2,8,7.758620689655173,3/20,0,0,0,2,2,2,0,0,1
JR Bracey,England,2021,2021,2,3,0,4,0,8,8,FALSE,2.6666666666666665,0,NA,0,0,2,0,0,0,0,0,NA,NA,0,0,0,6,6,0,6,0,2
JR Gunn,England,1901,1905,6,10,9,12,2,472,24,FALSE,16.0625,0,55.5,0,0,1,0,0,0,0,18,2.324324324324324,5/76,0,1,0,3,3,3,0,0,1
JR Hammond,Australia,1972,1973,1,6,11,11,2,598,19,FALSE,29.03333333333333,0,57.68333333333334,0,0,1,0,0,0,0,16,3.6977583791356823,4/38,0,0,0,2,2,2,0,0,2
JR Hazlewood,Australia,2010,2024,91,186,276,278,50,16358,39,TRUE,20.881622485077752,27,58.92786736310368,0,0,14,2,1,197.4,7,482,5.012641383274353,6/67,5,15,0,70,70,70,0,0,5
JR Hodges,Australia,1877,1877,2,4,4,4,1,94,8,FALSE,8.666666666666666,0,22.666666666666668,0,0,1,0,0,0,0,6,3.705882352941176,2/7,0,0,0,0,0,0,0,0,0
JR Hopes,Australia,2005,2010,84,82,87,95,2,5156,30,FALSE,29.50771144278607,98,62.973987206823026,0,0,0,7,1,37,0,77,6.0897661995222965,5/14,0,1,0,28,28,28,0,0,3
JR Mason,England,1897,1898,5,10,7,8,0,278,32,FALSE,43.7,0,162,0,0,1,0,0,0,0,2,2.759259259259259,1/8,0,0,0,3,3,3,0,0,1
JR Murray,West Indies,1992,2002,55,45,0,116,4,918,101,TRUE,22.390243902439025,0,NA,1,3,9,0,0,0,0,0,NA,NA,0,0,0,155,145,3,142,10,8
JR Philippe,Australia,2021,2023,3,12,0,15,0,150,45,FALSE,12.5,137,109.48905109489051,0,0,1,11,5,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
JR Ratnayeke,Sri Lanka,1982,1990,78,114,107,110,6,8511,93,FALSE,31.134121148459386,0,48.63807773109244,0,5,5,0,0,0,0,141,3.9498197521501703,8/83,1,4,0,15,15,15,0,0,3
JR Reid,New Zealand,1949,1965,58,108,72,90,5,6263,142,FALSE,33.31724728726442,0,90.88235294117646,6,22,5,0,0,0,0,85,2.2019417475728154,6/60,0,1,0,44,43,39,4,1,3
JR Singleton,BRA,2019,2019,3,3,0,3,0,17,7,FALSE,5.666666666666667,26,65.38461538461539,0,0,0,3,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
JR Thomson,Australia,1972,1985,50,123,140,144,20,10164,49,FALSE,26.592485706117785,0,49.93238636363636,0,0,14,0,0,0,0,255,3.755948378937525,6/46,1,8,0,29,29,29,0,0,3
JR Watkins,Australia,1973,1973,1,2,1,2,1,60,36,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,2.625,NA,0,0,0,1,1,1,0,0,1
JRF Duncan,Australia,1971,1971,1,1,1,2,0,33,3,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,1.607142857142857,NA,0,0,0,0,0,0,0,0,0
JRMVB Sanjaya,Sri Lanka,2017,2017,8,5,8,8,2,270,6,FALSE,17.22222222222222,18,65.16666666666667,0,0,0,3,0,28.5,1,9,8.670520231213873,2/20,0,0,0,1,1,1,0,0,1
JS Ababu,Kenya,1999,2006,9,8,8,9,0,510,NA,FALSE,85,0,96,0,0,0,0,0,0,0,3,5.3125,1/26,0,0,0,1,1,1,0,0,1
JS Foster,England,2001,2009,11,17,0,29,5,263,48,TRUE,18.72222222222222,32,115.625,0,0,1,0,1,0,0,0,NA,NA,0,0,0,44,33,0,33,11,10
JS Henriksen,DEN,2023,2024,5,4,4,5,1,125,22,TRUE,47.833333333333336,44,68,0,0,0,2,0,6,0,1,13.5,1/28,0,0,0,0,0,0,0,0,0
JS Jesani,Kenya,2007,2007,1,1,0,1,0,1,1,FALSE,1,5,20,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
JS Kundi,Kenya,2019,2024,13,11,6,13,3,172,31,TRUE,Inf,98,Inf,0,0,3,8,6,8,0,0,6.75,NA,0,0,0,3,3,3,0,0,1
JS Malhotra,United States of America,2019,2022,18,19,7,35,1,419,58,FALSE,Inf,226,Inf,0,1,0,20,10,4,0,2,4.220588235294118,1/17,0,0,0,19,15,7,8,4,4
JS Paris,Australia,2016,2016,2,2,2,2,0,186,NA,FALSE,93,0,96,0,0,0,0,0,0,0,1,5.8125,1/40,0,0,0,1,1,1,0,0,1
JS Patel,New Zealand,2005,2017,43,84,94,96,9,7119,47,FALSE,25.084129164486306,14,51.04902974010117,0,0,8,1,0,33.1,1,130,5.438137463792442,5/110,0,1,0,30,30,30,0,0,5
JS Pita,Samoa,2023,2023,3,3,0,3,0,59,46,FALSE,19.666666666666668,55,107.27272727272728,0,0,0,8,1,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
JS Solomon,West Indies,1958,1965,27,46,14,53,7,1594,100,TRUE,50.5,0,175.5,1,9,7,0,0,0,0,4,2.2905982905982905,1/20,0,0,0,13,13,13,0,0,2
JSE Dunford,JER,2019,2024,5,19,0,41,11,157,45,TRUE,19.625,162,96.91358024691358,0,0,4,16,0,0,0,0,NA,NA,0,0,0,33,19,0,19,14,6
JSE Price,England,1964,1972,15,15,27,28,6,1467,32,FALSE,21.179166666666667,0,68.1,0,0,5,0,0,0,0,40,3.0859030837004404,5/73,0,1,0,7,7,7,0,0,2
JT Ball,England,2016,2018,18,26,26,26,0,2453,31,FALSE,40.84722222222222,0,67.56349206349206,0,0,1,0,0,7,0,26,7.142989754860057,5/51,0,1,0,7,7,7,0,0,5
JT Botten,South Africa,1965,1965,3,6,6,6,0,402,33,FALSE,26.479166666666668,0,103.5,0,0,2,0,0,0,0,8,2.4420289855072466,2/56,0,0,0,1,1,1,0,0,1
JT Brassell,Namibia,2024,2024,7,10,19,19,2,804,5,TRUE,29.4375,10,50.229166666666664,0,0,1,1,0,31.1,0,14,7.439665194140897,2/42,0,0,0,4,4,4,0,0,2
JT Brown,England,1894,1899,8,16,1,15,3,492,140,FALSE,Inf,0,Inf,1,1,2,0,0,0,0,0,3.771428571428572,NA,0,0,0,7,7,6,1,0,1
JT Cottam,Australia,1887,1887,1,2,0,2,0,4,3,FALSE,2,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
JT Darrell,BER,2021,2023,2,0,2,2,0,22,NA,FALSE,7.333333333333333,0,14,0,0,0,0,0,7,0,3,3.142857142857143,2/9,0,0,0,0,0,0,0,0,0
JT Hearne,England,1892,1899,12,18,20,22,4,1208,40,FALSE,15.540816326530612,0,60.734693877551024,0,0,3,0,0,0,0,49,2.181451612903226,6/41,0,4,1,4,4,4,0,0,2
JT Ikin,England,1946,1955,18,31,11,32,2,960,60,FALSE,69.44827586206897,0,190.66666666666663,0,3,4,0,0,0,0,3,3.713286713286714,1/38,0,0,0,31,31,31,0,0,3
JT Murray,England,1961,1967,21,28,0,38,5,506,112,FALSE,22,0,NA,1,2,3,0,0,0,0,0,NA,NA,0,0,0,55,52,0,52,3,6
JT Partridge,South Africa,1963,1965,11,12,20,20,5,1446,13,TRUE,20.816558441558442,0,83.72727272727273,0,0,0,0,0,0,0,44,2.236156351791531,7/91,0,3,0,6,6,6,0,0,1
JT Smuts,South Africa,2017,2021,6,17,14,18,0,680,45,FALSE,54.628205128205124,165,80.31818181818181,0,0,1,18,6,22.4,0,5,6.659803921568628,2/42,0,0,0,4,4,4,0,0,3
JT Sparling,New Zealand,1958,1964,11,20,10,16,2,556,50,FALSE,39.06111111111111,0,141.6,0,1,2,0,0,0,0,5,2.7711864406779663,1/9,0,0,0,3,3,3,0,0,1
JT Tyldesley,England,1899,1909,31,55,0,59,1,1661,138,FALSE,30.75925925925926,0,NA,4,9,4,0,0,0,0,0,NA,NA,0,0,0,16,16,16,0,0,1
JT Ward,New Zealand,1964,1968,8,12,0,15,6,75,35,TRUE,12.5,0,NA,0,0,2,0,0,0,0,0,NA,NA,0,0,0,17,16,0,16,1,4
JT Willoughby,South Africa,1896,1896,2,4,3,3,0,167,5,FALSE,14.25,0,45.833333333333336,0,0,2,0,0,0,0,6,3.469090909090909,2/37,0,0,0,0,0,0,0,0,0
JTC Vaughan,New Zealand,1992,1997,18,29,25,27,1,1699,44,FALSE,30.375757575757575,0,58.43636363636364,0,0,0,0,0,0,0,26,3.5566976127320955,4/33,1,0,0,8,8,8,0,0,3
JTS Sumerauer,JER,2019,2024,5,34,42,43,7,1539,54,TRUE,18.947186147186148,213,58.816509155945774,0,1,2,16,11,106.3,0,46,6.152582159624413,4/51,2,0,0,16,16,16,0,0,3
JV Coney,New Zealand,1974,1987,88,155,123,183,14,7712,174,TRUE,37.368414188836724,0,66.95833333333333,3,16,3,0,0,0,0,81,3.1092232457636757,4/46,1,0,0,104,104,104,0,0,6
JV Harris,Canada,2003,2003,6,0,0,6,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
JV Paranjpe,India,1998,1998,4,0,0,4,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
JV Saunders,Australia,1902,1908,14,23,27,27,6,1835,11,TRUE,12.514147431124346,0,45.12658227848101,0,0,8,0,0,0,0,79,3.0227208976157085,7/34,0,6,0,5,5,5,0,0,2
JW Bartlett,Chile,2023,2023,2,2,1,2,0,13,5,FALSE,Inf,16,Inf,0,0,0,0,0,1,0,0,7,NA,0,0,0,0,0,0,0,0,0
JW Batinibulu,Fiji,2022,2023,6,5,6,6,1,194,11,FALSE,15.357142857142858,46,40.506211180124225,0,0,0,0,1,23.3,0,7,7.0638297872340425,4/31,1,0,0,3,3,3,0,0,2
JW Burke,Australia,1951,1959,24,44,16,45,7,1510,189,FALSE,31.6722972972973,0,101.75,3,5,0,0,0,0,0,8,1.6953316953316957,4/37,0,0,0,18,18,18,0,0,2
JW Chilia,VAN,2019,2019,14,7,13,14,4,369,23,FALSE,35.25,54,73.66666666666667,0,0,0,3,3,47.2,0,6,6.654929577464788,1/21,0,0,0,4,4,4,0,0,2
JW D'Arcy,New Zealand,1958,1958,5,10,0,6,0,136,33,FALSE,13.6,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
JW Dernbach,England,2011,2021,24,34,24,24,4,2647,12,FALSE,29.85125448028674,32,58.829301075268816,0,0,1,4,0,0,0,31,6.359805510534846,4/45,1,0,0,5,5,5,0,0,2
JW Dernbach (ENG/ITA),NA,2011,2021,40,0,39,39,0,1170,NA,FALSE,26.59090909090909,0,18.772727272727273,0,0,0,0,0,137.4,1,44,8.498789346246975,4/22,1,0,0,10,10,10,0,0,2
JW Gleeson,Australia,1967,1972,29,46,53,56,8,3762,45,FALSE,23.299518958687038,0,95.23655913978494,0,0,11,0,0,0,0,93,2.280907756576719,5/61,0,3,0,17,17,17,0,0,2
JW Guy,New Zealand,1955,1961,12,23,0,15,2,440,102,FALSE,20.952380952380953,0,NA,1,3,3,0,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
JW Hastings,Australia,2010,2017,29,37,40,40,2,3010,32,FALSE,40.461640211640216,37,86.11869011869011,0,0,0,3,1,31,0,50,5.6540504315435935,6/45,1,1,0,8,8,8,0,0,4
JW Hearne,England,1911,1926,24,36,31,42,5,2268,114,FALSE,37.36666666666667,0,97.53333333333332,1,2,3,0,0,0,0,30,2.9979494190020506,5/49,0,1,0,13,13,13,0,0,2
JW Hitch,England,1911,1921,7,10,9,12,3,428,51,TRUE,30.571428571428573,0,66,0,1,1,0,0,0,0,7,4.220779220779221,2/31,0,0,0,4,4,4,0,0,1
JW Jenner,JER,2019,2024,5,50,0,55,9,1288,96,TRUE,31.414634146341463,932,138.19742489270385,0,7,4,104,51,0,0,0,NA,NA,0,0,0,42,42,42,0,0,5
JW Martin,Australia,1947,1967,9,15,18,18,1,1201,55,FALSE,52.193627450980394,0,189.29411764705884,0,1,4,0,0,0,0,18,2.7854460093896716,3/56,0,0,0,5,5,5,0,0,3
JW McLaren,Australia,1912,1912,1,2,2,2,2,70,0,TRUE,70,0,144,0,0,0,0,0,0,0,1,2.9166666666666665,1/23,0,0,0,0,0,0,0,0,0
JW Rutherford,Australia,1956,1956,1,1,2,2,0,45,30,FALSE,22.5,0,36,0,0,0,0,0,0,0,1,2.5,1/11,0,0,0,0,0,0,0,0,0
JW Sharpe,England,1890,1892,3,6,6,6,4,349,26,FALSE,24.863636363636363,0,88.63636363636364,0,0,0,0,0,0,0,11,1.876923076923077,6/84,0,1,0,2,2,2,0,0,1
JW Trumble,Australia,1885,1886,7,13,6,11,1,465,59,FALSE,21.225,0,60,0,1,1,0,0,0,0,10,2.22,3/29,0,0,0,3,3,3,0,0,2
