Player,Country,Start,End,Matches,Innings,Dismissals,Caught,CaughtFielder,CaughtBehind,Stumped,MaxDismissalsInnings
R Gaznavi,SGP,2019,2024,24,24,4,4,4,0,0,1
R Gilchrist,West Indies,1957,1959,13,23,4,4,4,0,0,1
R Goodwin,PHI,2019,2022,9,9,2,2,2,0,0,1
R Gowthaman,SWE,2021,2021,5,5,1,1,1,0,0,1
R Graham,South Africa,1899,1899,2,4,2,2,2,0,0,2
R Gunasekera,Canada,2008,2014,27,27,7,7,7,0,0,2
R Hekure,Papau New Guinea,2019,2023,49,49,12,12,12,0,0,2
R Heyns,LUX,2020,2020,2,2,2,2,2,0,0,2
R Howorth,England,1947,1948,5,10,2,2,2,0,0,1
R Illingworth,England,1958,1973,64,117,46,46,46,0,0,3
R Kaia,Zimbabwe,2015,2021,4,5,1,1,1,0,0,1
R Kalimuthu,SGP,2023,2024,14,14,1,1,1,0,0,1
R Khanyapa,LES,2024,2024,5,5,1,1,1,0,0,1
R Kilner,England,1924,1926,9,13,6,6,6,0,0,2
R Klein,NED,2022,2024,20,20,7,7,7,0,0,3
R Kumar,ROM,2019,2024,15,15,5,5,5,0,0,2
R Lamba,India,1986,1989,36,39,15,15,15,0,0,3
R Lutaaya,UGA,2022,2024,20,20,3,3,3,0,0,1
R Mahajan,PHI,2019,2019,3,3,0,0,0,0,0,0
R Mangal,Fran,2022,2024,13,13,6,6,6,0,0,2
R Mazumder,CYP,2021,2024,18,18,6,6,6,0,0,2
R Mbaiwa,BOT,2022,2023,3,3,6,3,2,1,3,3
R Mclaren,South Africa,2009,2014,68,68,16,16,16,0,0,1
R Mondol,BAN,2023,2023,3,3,0,0,0,0,0,0
R Murray,Zimbabwe,2018,2018,5,5,3,3,0,3,0,1
R Mutumbami,Zimbabwe,2013,2022,71,77,76,64,7,57,12,5
R Nanan,West Indies,1980,1980,1,2,2,2,2,0,0,2
R Nath,TKY,2022,2024,12,11,5,5,0,5,0,2
R Neale,LUX,2019,2019,3,3,0,0,0,0,0,0
R Nehonde,BOT,2019,2024,40,39,15,15,15,0,0,3
R Ngarava,Zimbabwe,2017,2024,109,110,17,17,17,0,0,2
R Nil,SEY,2021,2021,4,4,1,1,1,0,0,1
R Obuya,UGA,2023,2024,23,23,10,10,10,0,0,2
R Olipa,UGA,2019,2019,2,2,1,1,1,0,0,1
R Panchal,ESP,2019,2023,22,22,10,10,10,0,0,2
R Parag,India,2024,2024,10,10,6,6,6,0,0,3
R Parkin,EST,2024,2024,4,4,0,0,0,0,0,0
R Pathan,Canada,2013,2024,15,14,0,0,0,0,0,0
R Peel,England,1884,1896,20,38,17,17,17,0,0,2
R Pillai,GER,2019,2019,6,6,1,1,1,0,0,1
R Pilling,England,1881,1888,8,14,14,10,0,10,4,3
R Pisal,ROM,2019,2019,1,1,1,1,1,0,0,1
R Pollard,England,1946,1948,4,7,3,3,3,0,0,1
R Powell,West Indies,2016,2024,139,136,59,59,59,0,0,2
R Rampaul,West Indies,2003,2021,137,150,19,19,19,0,0,2
R Ravindra,New Zealand,2021,2024,60,69,23,23,23,0,0,2
R Rivas,Chile,2019,2019,3,3,0,0,0,0,0,0
R Rohan,SGP,2019,2024,29,29,8,8,8,0,0,1
R Sai Kishore,India,2023,2023,3,3,3,3,3,0,0,3
R Sakurano-Thomas,Japan,2022,2024,35,35,8,8,8,0,0,3
R Sandaruwan,KUW,2019,2024,65,65,14,14,14,0,0,2
R Sandeep,SWZ,2024,2024,6,6,0,0,0,0,0,0
R Satheesan,ROM,2019,2023,38,38,15,15,15,0,0,2
R Sekaran,EST,2024,2024,4,4,4,4,0,4,0,2
R Sharma,Hong Kong,2004,2024,19,19,12,12,12,0,0,2
R Shepherd,West Indies,2019,2024,84,80,13,13,13,0,0,1
R Sheshadri,SGP,2024,2024,4,4,1,1,1,0,0,1
R Singh,India,1999,1999,1,2,1,1,1,0,0,1
R Siriwardena,CYP,2024,2024,9,9,2,2,2,0,0,1
R Strydom,Ireland,2008,2008,13,11,4,4,4,0,0,1
R Subba Row,England,1958,1961,13,23,5,5,5,0,0,1
R Sudhakar Rao,India,1976,1976,1,1,1,1,1,0,0,1
R Swart,BOT,2023,2023,4,4,0,0,0,0,0,0
R Swetman,England,1959,1960,11,19,26,24,0,24,2,4
R Tanna,EST,2022,2022,1,1,0,0,0,0,0,0
R Tari,VAN,2019,2024,38,38,17,17,17,0,0,2
R Tattersall,England,1951,1954,16,30,8,8,8,0,0,2
R Telemachus,South Africa,1998,2007,40,40,4,4,4,0,0,1
R Thapliyal,Belg,2023,2024,6,6,0,0,0,0,0,0
R Theruvath,QAT,2024,2024,2,2,0,0,0,0,0,0
R Trumpelmann,Namibia,2021,2024,70,69,21,21,21,0,0,2
R Ulutuna,TKY,2019,2019,4,4,2,2,0,2,0,2
R Van Der Merwe,Arg,2019,2019,5,5,2,2,2,0,0,1
R Van Tonder,South Africa,2024,2024,2,4,2,2,2,0,0,2
R Vijay Bharadwaj,India,1999,2002,13,15,7,7,7,0,0,2
R Vinay Kumar,India,2010,2013,41,41,7,7,7,0,0,2
R Vishwanath,LUX,2019,2023,6,6,0,0,0,0,0,0
R Walters,Namibia,2003,2003,2,2,0,0,0,0,0,0
R Wood,England,1887,1887,1,2,0,0,0,0,0,0
Ra Abolarin,NGA,2019,2021,10,10,2,2,2,0,0,1
Ra Austin,West Indies,1978,2009,5,9,5,5,5,0,0,2
Ra Bhatti,Canada,2011,2012,5,5,4,3,0,3,1,2
Ra Duff,Australia,1902,1905,22,41,14,14,14,0,0,2
Ra Gaunt,Australia,1958,1964,3,5,1,1,1,0,0,1
Ra Gleeson,South Africa,1896,1896,1,2,2,2,2,0,0,1
Ra Hamence,Australia,1947,1948,3,6,1,1,1,0,0,1
Ra Harper,West Indies,1983,1996,130,154,91,91,91,0,0,3
Ra Hutton,England,1971,1971,5,9,9,9,9,0,0,2
Ra Jadeja,India,2009,2024,348,419,148,148,148,0,0,3
Ra Jones,New Zealand,2003,2003,6,7,0,0,0,0,0,0
Ra Legall,West Indies,1953,1953,4,8,9,8,0,8,1,3
Ra Mclean,South Africa,1951,1964,40,72,23,23,23,0,0,2
Ra Reifer,West Indies,2017,2023,17,24,5,5,5,0,0,2
Ra Saggers,Australia,1948,1950,6,11,24,16,0,16,8,4
Ra Sealy,CAY,2022,2023,13,13,11,10,8,2,1,2
Ra Sinfield,England,1938,1938,1,2,0,0,0,0,0,0
Ra Smith,England,1988,1996,133,181,65,65,65,0,0,3
Ra Thomas,Canada,2019,2019,8,8,2,2,2,0,0,1
Ra Tripathi,India,2023,2023,5,5,3,3,3,0,0,1
Ra Woolmer,England,1972,1981,25,42,13,13,13,0,0,2
Ra Young,New Zealand,1907,2011,7,14,14,14,0,14,0,2
Raag Kapur,Hong Kong,2019,2023,7,7,2,2,2,0,0,1
Raaz Mohammad,FIN,2021,2024,21,21,5,5,5,0,0,1
Raees Ahmadzai,Afghanistan,2009,2010,13,13,4,4,4,0,0,1
Rafaqat Ali,NOR,2023,2023,1,1,0,0,0,0,0,0
Rafatullah Mohmand,Pakistan,2015,2015,3,3,0,0,0,0,0,0
Rafiqul Alam,BAN,1986,1986,2,2,0,0,0,0,0,0
Rafiqul Islam,BAN,2002,2002,2,2,0,0,0,0,0,0
Rafiullah,OMA,2022,2024,32,32,20,20,20,0,0,3
Raghav Dhawan,UGA,2024,2024,2,2,0,0,0,0,0,0
Rahat Ali,Pakistan,2012,2024,41,60,12,12,12,0,0,1
Rahel Khan,SWE,2021,2021,7,7,2,2,2,0,0,1
Rahman Ademi,SRB,2019,2024,9,8,0,0,0,0,0,0
Rahmanullah Gurbaz,Afghanistan,2019,2024,110,111,66,60,4,56,6,3
Rahmat Shah,Afghanistan,2013,2024,127,132,34,34,34,0,0,2
Rahmatullah Mangal,Fran,2021,2024,19,19,9,9,9,0,0,2
Raj Smith,Scotland,2016,2019,4,4,0,0,0,0,0,0
Raja Adeel,ESP,2019,2024,27,27,4,4,4,0,0,1
Raja Shoaib,SKOR,2022,2024,10,10,4,3,0,3,1,3
Rajab Hussain,Hong Kong,2024,2024,2,2,0,0,0,0,0,0
Rajin Saleh,BAN,2003,2008,67,80,24,24,23,1,0,3
Rajinder Pal,India,1964,1964,1,2,0,0,0,0,0,0
Rajkumar Rajendran,MAS,2024,2024,3,3,0,0,0,0,0,0
Rakibul Hasan,BAN,2019,2023,11,10,2,2,2,0,0,2
Ral Massie,Australia,1972,1973,9,15,2,2,2,0,0,1
Ram Krishan,EST,2023,2023,1,1,0,0,0,0,0,0
Ramandeep Singh,India,2024,2024,2,2,1,1,1,0,0,1
Ramanjot Singh,SVN,2022,2024,5,5,1,1,1,0,0,1
Rameez Khan,ROM,2024,2024,5,5,0,0,0,0,0,0
Rameez Raja (2),Pakistan,2011,2011,2,2,0,0,0,0,0,0
Rameez Shahzad,United Arab Emirates,2016,2023,48,48,14,14,14,0,0,2
Ramiz Raja,Pakistan,1984,1997,255,296,67,67,67,0,0,3
Ramveer Rai,United Arab Emirates,2004,2004,1,1,0,0,0,0,0,0
Randhir Singh,India,1981,1983,2,2,0,0,0,0,0,0
Ranjan Das,BAN,2000,2000,1,2,1,1,1,0,0,1
Rap Nissanka,Sri Lanka,2001,2003,27,30,3,3,3,0,0,1
Raqibul Hasan,BAN,1986,2011,71,79,29,29,29,0,0,2
Ras Lakmal,Sri Lanka,2009,2022,167,225,45,45,45,0,0,1
Rasheed Ali Mamadkhel,SVN,2024,2024,6,6,2,2,2,0,0,1
Rasheed Rassam,MDV,2023,2024,3,3,0,0,0,0,0,0
Rashid Hashmi,CRT,2024,2024,1,1,1,1,0,1,0,1
Rashid Khan,Pakistan,1980,2024,148,151,38,38,38,0,0,3
Rashid Khan (Afg/Icc),NA,2015,2024,93,93,36,36,36,0,0,2
Rashid Latif,Pakistan,1992,2003,203,233,350,301,0,301,49,6
Rashid Zia,United States of America,2004,2004,2,2,0,0,0,0,0,0
Raunaq Kapur,Hong Kong,2024,2024,1,1,0,0,0,0,0,0
Ravi Bishnoi,India,2022,2024,38,38,15,15,15,0,0,2
Ravinder Singh,MLT,2019,2021,7,7,1,1,1,0,0,1
Ravinderpal Singh,Canada,2019,2024,41,40,24,24,24,0,0,3
Rayhaan Ahmed,Aut,2021,2021,4,4,2,1,0,1,1,1
Raza Hasan,Pakistan,2012,2014,11,11,2,2,2,0,0,1
Raza Iqbal,NOR,2019,2024,31,31,14,14,14,0,0,2
Raza-Ur-Rehman,Canada,2012,2014,11,11,6,6,6,0,0,4
Razmal Shigiwal,Aut,2019,2023,39,39,11,11,11,0,0,3
Rb Desai,India,1959,1968,28,45,9,9,9,0,0,2
Rb Kanhai,West Indies,1957,1975,86,154,54,54,48,6,0,3
Rb Kenny,India,1958,1960,5,8,1,1,1,0,0,1
Rb Kerr,Australia,1985,1985,6,8,2,2,2,0,0,1
Rb Mccosker,Australia,1975,1982,39,61,24,24,24,0,0,2
Rb Minnett,Australia,1911,1912,9,16,0,0,0,0,0,0
Rb Patel,UGA,2020,2024,52,50,9,9,9,0,0,1
Rb Reid,New Zealand,1988,1991,9,9,3,3,3,0,0,1
Rb Richardson,West Indies,1983,1996,310,386,165,165,165,0,0,4
Rb Simpson,Australia,1957,1978,64,119,114,114,114,0,0,4
Rb Stewart,South Africa,1889,1889,1,2,2,2,2,0,0,2
Rc Allen,Australia,1887,1887,1,2,2,2,2,0,0,2
Rc Blunt,New Zealand,1930,1932,9,14,5,5,5,0,0,2
Rc Fredericks,West Indies,1968,1977,71,124,66,66,66,0,0,4
Rc Haynes,West Indies,1989,1991,8,8,5,5,5,0,0,2
Rc Irani,England,1996,2003,34,36,8,8,8,0,0,2
Rc Miller,West Indies,1953,1953,1,2,0,0,0,0,0,0
Rc Motz,New Zealand,1961,1969,32,58,9,9,9,0,0,1
Rc Russell,England,1987,1998,94,136,212,194,0,194,18,6
Rc Saxena,India,1967,1967,1,2,0,0,0,0,0,0
Rc Shukla,India,1982,1982,1,2,0,0,0,0,0,0
Rd Atangana,CAM,2022,2024,14,14,1,1,1,0,0,1
Rd Berrington,Scotland,2008,2024,220,215,64,64,64,0,0,2
Rd Brown,Zimbabwe,1983,1987,7,7,5,5,5,0,0,2
Rd Chahar,India,2019,2021,7,7,3,3,3,0,0,2
Rd Gaikwad,India,2021,2024,29,28,12,12,12,0,0,3
Rd Gudhka,Kenya,2011,2011,2,2,0,0,0,0,0,0
Rd Jackman,England,1974,1983,19,22,4,4,4,0,0,1
Rd Jacobs,West Indies,1996,2004,212,267,408,367,0,367,41,7
Rd King,West Indies,1998,2005,69,84,6,6,6,0,0,1
Rd Mccann,Ireland,2010,2012,11,11,12,10,0,10,2,3
Rd Parkar,India,1972,1973,2,4,0,0,0,0,0,0
Rd Rickelton,South Africa,2022,2024,24,31,16,14,6,8,2,3
Rd Robinson,Australia,1977,1977,5,7,8,7,4,3,1,4
Rd Shah,Kenya,1998,2007,56,56,16,16,16,0,0,2
Rd Steede,BER,2006,2008,8,8,0,0,0,0,0,0
Rd Woolley,Australia,1983,1984,6,5,9,8,0,8,1,3
Rdb Ahir,PAN,2023,2023,8,8,3,3,3,0,0,1
Rdb Croft,England,1996,2001,71,84,21,21,21,0,0,2
Rdm Leverock,BER,2006,2009,34,34,10,10,10,0,0,2
Re Bryson,South Africa,1997,1997,7,7,1,1,1,0,0,1
Re Foster,England,1903,1907,8,16,13,13,13,0,0,2
Re Grieveson,South Africa,1939,1939,2,4,10,7,0,7,3,3
Re Levi,South Africa,2012,2012,13,13,4,4,4,0,0,1
Re Marshall,West Indies,1951,1952,4,8,1,1,1,0,0,1
Re Redmond,New Zealand,1973,1973,3,4,0,0,0,0,0,0
Re Van Der Merwe (Ned/Sa),NA,2009,2024,91,90,35,35,35,0,0,2
Rehan Ahmed,England,2022,2024,21,25,6,6,6,0,0,1
Rehman Abdul,ITA,2019,2019,7,6,6,6,6,0,0,2
Res Wyatt,England,1927,1937,40,74,16,16,16,0,0,2
Rev.ds Sheppard,England,1950,1963,22,42,12,12,12,0,0,1
Rf Hutton,PHI,2023,2023,1,1,0,0,0,0,0,0
Rf Surti,India,1960,1969,26,47,26,26,26,0,0,3
Rf Van Oosterom,NED,1996,2002,3,3,2,2,2,0,0,1
Rg Aga,Kenya,2004,2014,32,32,10,10,10,0,0,2
Rg Archer,Australia,1953,1956,19,35,20,20,20,0,0,4
Rg Barlow,England,1881,1887,17,31,14,14,14,0,0,2
Rg Callender,Canada,1979,1979,2,2,0,0,0,0,0,0
Rg De Alwis,Sri Lanka,1983,1988,42,45,53,48,0,48,5,5
Rg Draper,South Africa,1950,1950,2,3,0,0,0,0,0,0
Rg Gregory,Australia,1937,1937,2,4,1,1,1,0,0,1
Rg Hart,New Zealand,2002,2003,13,20,31,30,0,30,1,4
Rg Holland,Australia,1984,1986,13,20,5,5,5,0,0,2
Rg Mukasa,UGA,2019,2024,58,57,26,26,26,0,0,2
Rg Nadkarni,India,1955,1968,41,73,22,22,22,0,0,2
Rg Nijman,NED,2009,2009,1,1,0,0,0,0,0,0
Rg Petrie,New Zealand,1990,1991,12,12,2,2,2,0,0,1
Rg Pollock,South Africa,1963,1970,23,44,17,17,17,0,0,2
Rg Samuels,West Indies,1996,1997,14,20,9,9,9,0,0,2
Rg Sharma,India,2007,2024,488,547,225,225,225,0,0,3
Rg Twose,New Zealand,1995,2001,103,115,42,42,42,0,0,2
Rga Amah,CAM,2021,2023,17,17,1,1,1,0,0,1
Rga Headley,West Indies,1973,1973,3,5,2,2,2,0,0,1
Rgce Wijesuriya,Sri Lanka,1982,1985,12,14,3,3,3,0,0,1
Rgd Mitchell,PHI,2023,2023,1,1,0,0,0,0,0,0
Rgd Willis,England,1971,1984,154,229,61,61,61,0,0,2
Rgm Patel,India,1988,1988,2,3,1,1,1,0,0,1
Rh Catterall,South Africa,1922,1931,24,41,12,12,12,0,0,3
Rh Poonawala,United Arab Emirates,1994,1994,2,2,1,1,1,0,0,1
Rh Robinson,Australia,1936,1936,1,2,1,1,1,0,0,1
Rh Scholte,NED,2002,2003,5,5,0,0,0,0,0,0
Rh Scott,New Zealand,1947,1947,1,1,0,0,0,0,0,0
Rh Shodhan,India,1952,1953,3,6,1,1,1,0,0,1
Rh Spooner,England,1905,1912,10,18,4,4,4,0,0,1
Rh Vance,New Zealand,1988,1989,12,12,4,4,4,0,0,2
Rhd Sellers,Australia,1964,1964,1,1,1,1,1,0,0,1
Rhm Hands,South Africa,1914,1914,1,2,0,0,0,0,0,0
Rho Saunders,NOR,2022,2022,2,2,0,0,0,0,0,0
Rhys Burinaga,PHI,2024,2024,7,7,4,4,4,0,0,2
Ri Ahmed,NED,2015,2015,2,2,0,0,0,0,0,0
Ri Harford,New Zealand,1968,1968,3,6,11,11,0,11,0,5
Riaz Afridi,Pakistan,2004,2024,5,6,3,3,3,0,0,1
Riaz Hassan,Afghanistan,2022,2024,7,7,3,3,3,0,0,2
Riazat Ali Shah,UGA,2019,2024,63,62,22,22,22,0,0,2
Ric Holder,West Indies,1993,1999,48,56,17,17,17,0,0,3
Rishad Hossain,BAN,2023,2024,31,31,14,14,14,0,0,2
Ritik Tomar,CZK-R,2022,2024,22,22,14,14,14,0,0,2
Riyaz Kajalwala,CYP,2022,2022,2,2,0,0,0,0,0,0
Rizwan Ahmed,Pakistan,2008,2008,1,1,1,1,1,0,0,1
Rizwan Butt,BHR,2022,2024,39,38,9,9,9,0,0,1
Rizwan Cheema,Canada,2008,2019,57,56,26,26,26,0,0,2
Rizwan Haider,MAS,2022,2024,31,30,4,4,4,0,0,2
Rizwan Latif,United Arab Emirates,2004,2004,1,1,0,0,0,0,0,0
Rizwan Mahmood,DEN,2019,2023,13,11,3,3,3,0,0,2
Rizwan Mangera,PAN,2021,2021,4,4,0,0,0,0,0,0
Rizwan-Uz-Zaman,Pakistan,1981,1989,14,22,6,6,6,0,0,2
Rj Bailey,England,1985,1990,8,11,1,1,1,0,0,1
Rj Blakey,England,1992,1993,5,5,5,4,0,4,1,2
Rj Bright,Australia,1974,1986,36,53,15,15,15,0,0,1
Rj Burns,England,2018,2022,32,62,24,24,24,0,0,2
Rj Campbell,Australia,2002,2016,5,5,6,5,1,4,1,3
Rj Christiani,West Indies,1948,1954,22,44,21,19,18,1,2,3
Rj Crisp,South Africa,1935,1936,9,14,3,3,3,0,0,1
Rj Gleeson,England,2022,2022,6,6,4,4,4,0,0,1
Rj Harris,Australia,2009,2015,51,76,19,19,19,0,0,2
Rj Hatchman,GIBR,2019,2023,16,16,1,1,1,0,0,1
Rj Inverarity,Australia,1968,1972,6,12,4,4,4,0,0,2
Rj Kennedy,New Zealand,1996,1996,11,15,3,3,3,0,0,1
Rj Kirtley,England,2001,2007,16,19,8,8,8,0,0,1
Rj Mccurdy,Australia,1985,1985,11,11,1,1,1,0,0,1
Rj Nicol,New Zealand,2010,2013,45,47,18,18,18,0,0,2
Rj Peterson,South Africa,2002,2014,115,129,47,47,47,0,0,2
Rj Pope,Australia,1885,1885,1,2,0,0,0,0,0,0
Rj Quiney,Australia,2012,2012,2,4,5,5,5,0,0,2
Rj Ranpura,OMA,2015,2016,3,2,0,0,0,0,0,0
Rj Ratnayake,Sri Lanka,1982,1993,93,106,20,20,20,0,0,2
Rj Robinson,BER,2007,2009,3,3,1,1,1,0,0,1
Rj Shastri,India,1981,1992,230,288,76,76,76,0,0,2
Rj Sidebottom,England,2001,2010,65,80,16,16,16,0,0,2
Rj Trott,BER,2007,2021,32,32,6,6,6,0,0,1
Rj Van Vuuren,Namibia,2003,2003,5,5,0,0,0,0,0,0
Rj Webb,New Zealand,1983,1983,3,3,0,0,0,0,0,0
Rj Westcott,South Africa,1954,1958,5,8,0,0,0,0,0,0
Rjd Jamshedji,India,1933,1933,1,2,2,2,2,0,0,2
Rjg Palmer,JER,2019,2023,10,10,2,2,2,0,0,1
Rjmgm Rupasinghe,Sri Lanka,2009,2009,2,2,1,1,1,0,0,1
Rjw Topley,England,2015,2024,65,65,13,13,13,0,0,2
Rk Chauhan,India,1993,1998,56,70,22,22,22,0,0,2
Rk Illingworth,England,1991,1996,34,39,13,13,13,0,0,2
Rk Inampud,Mex,2019,2019,3,3,0,0,0,0,0,0
Rk Kiseto,TAN,2021,2022,13,13,5,5,5,0,0,2
Rk Kleinveldt,South Africa,2008,2013,20,23,7,7,7,0,0,2
Rk Nunes,West Indies,1928,1930,4,5,2,2,1,1,0,1
Rk Oxenham,Australia,1928,1931,7,14,4,4,4,0,0,1
Rk Paudel,NEP,2018,2024,127,126,49,49,49,0,0,3
Rk Sethi,East (and Central) Africa,1975,1975,3,3,1,1,1,0,0,1
Rk Singh,India,2023,2024,32,32,21,21,21,0,0,3
Rk Tyldesley,England,1924,1930,7,11,1,1,1,0,0,1
Rk Whelan,Ireland,2007,2007,2,2,0,0,0,0,0,0
Rkj Dawson,England,2001,2003,7,11,3,3,3,0,0,2
Rl Bhudia,Kenya,2007,2009,8,8,3,3,3,0,0,1
Rl Chase,West Indies,2016,2024,129,164,55,55,55,0,0,3
Rl Dias,Sri Lanka,1979,1987,78,88,22,22,22,0,0,2
Rl Fuller,West Indies,1935,1935,1,2,0,0,0,0,0,0
Rl Harvey,South Africa,1936,1936,2,2,0,0,0,0,0,0
Rl Hayes,New Zealand,1995,1995,1,1,0,0,0,0,0,0
Rl Johnson,England,2003,2003,13,15,0,0,0,0,0,0
Rl Park,Australia,1920,1921,1,2,0,0,0,0,0,0
Rl Powell,West Indies,1999,2005,111,111,44,44,44,0,0,3
Rl Sanghvi,India,1998,2001,11,12,4,4,4,0,0,2
Rl Vitas,SRB,2022,2022,9,9,0,0,0,0,0,0
Rlb Rambukwella,Sri Lanka,2013,2016,2,2,0,0,0,0,0,0
Rm Cowper,Australia,1964,1968,27,50,21,21,21,0,0,2
Rm Dorji,BHU,2019,2024,24,24,4,4,4,0,0,1
Rm Edwards,West Indies,1968,1969,5,9,0,0,0,0,0,0
Rm Ellison,England,1984,1986,25,36,4,4,4,0,0,2
Rm Haq,Scotland,2006,2015,75,72,14,14,14,0,0,2
Rm Harris,New Zealand,1959,1959,2,2,0,0,0,0,0,0
Rm Hira,New Zealand,2012,2013,15,15,2,2,2,0,0,1
Rm Hogg,Australia,1978,1985,109,138,15,15,15,0,0,1
Rm Jariwala,United States of America,2022,2022,4,4,0,0,0,0,0,0
Rm Koda,INA,2022,2024,44,44,14,14,14,0,0,2
Rm Patidar,India,2023,2024,4,7,4,4,4,0,0,1
Rm Poore,South Africa,1896,1896,3,4,3,3,3,0,0,2
Rm Prideaux,England,1968,1969,3,6,0,0,0,0,0,0
Rm Scott,United States of America,2021,2021,2,2,0,0,0,0,0,0
Rm Siri,Arg,2019,2021,10,10,4,4,4,0,0,2
Rm West,Ireland,2008,2009,15,14,5,5,5,0,0,1
Rmh Binny,India,1979,1987,99,117,23,23,23,0,0,2
Rmh Cottam,England,1969,1973,4,8,2,2,2,0,0,1
Rml Taylor,Scotland,2013,2016,24,24,14,14,14,0,0,2
Rmmp Rathnayake,Sri Lanka,2024,2024,4,8,3,3,3,0,0,2
Rms Eranga,Sri Lanka,2011,2016,41,57,11,11,11,0,0,2
Rn Bhatia,United Arab Emirates,2022,2024,9,9,0,0,0,0,0,0
Rn Harvey,Australia,1948,1963,79,152,64,64,64,0,0,4
Rn Lewis,West Indies,1997,2009,34,38,8,8,8,0,0,1
Rn Patel,Kenya,2019,2024,56,54,29,29,29,0,0,2
Rn Ten Doeschate,NED,2006,2021,57,56,17,17,17,0,0,2
Rns Hobbs,England,1967,1971,7,12,8,8,8,0,0,2
Ro Butcher,England,1980,1981,6,7,3,3,3,0,0,2
Ro Collinge,New Zealand,1965,1978,50,78,11,11,11,0,0,1
Ro Hinds,West Indies,2001,2009,29,41,9,9,9,0,0,2
Ro Hurley,West Indies,2003,2004,9,9,5,5,5,0,0,2
Ro Hussain,Scotland,2006,2010,8,7,1,1,1,0,0,1
Ro Jenkins,England,1948,1952,9,18,4,4,4,0,0,1
Ro Scarlett,West Indies,1960,1960,3,6,2,2,2,0,0,1
Ro Schwarz,South Africa,1906,1912,20,36,18,18,18,0,0,2
Robert Raina,THA,2020,2024,15,15,6,6,6,0,0,2
Robiul Islam,BAN,2010,2014,13,21,5,5,5,0,0,1
Robiul Khan,ESP,2023,2023,1,1,1,1,1,0,0,1
Roc Dunka,CAY,2023,2023,3,3,0,0,0,0,0,0
Rohail Nazir,Pakistan,2023,2023,3,3,3,3,0,3,0,2
Rohan Mustafa,United Arab Emirates,2014,2023,139,139,60,60,60,0,0,2
Rohit Kumar,ROM,2022,2023,5,5,0,0,0,0,0,0
Rokhan Barakzai,Afghanistan,2015,2015,4,4,1,1,1,0,0,1
Rony Talukdar,BAN,2015,2023,12,12,4,3,3,0,1,1
Rp Alexander,United States of America,2004,2004,2,2,0,0,0,0,0,0
Rp Arnold,Sri Lanka,1997,2007,225,257,99,99,99,0,0,4
Rp Burl,Zimbabwe,2017,2024,137,137,65,65,65,0,0,3
Rp De Groen,New Zealand,1993,1994,17,19,2,2,2,0,0,1
Rp Lefebvre,NED,1996,2003,11,11,4,4,4,0,0,1
Rp Magar,NEP,2014,2015,6,6,0,0,0,0,0,0
Rp Meredith,Australia,2021,2024,7,7,0,0,0,0,0,0
Rp Mitchell,Bhm,2021,2021,5,5,2,2,2,0,0,1
Rp Singh,India,1986,2011,84,94,21,21,21,0,0,1
Rp Snell,South Africa,1991,1996,47,51,8,8,8,0,0,1
Rpah Wickramaratne,Sri Lanka,1993,1993,3,3,0,0,0,0,0,0
Rpw Guneratne,Sri Lanka,1983,1983,1,1,0,0,0,0,0,0
Rr Bastiansz,MLT,2022,2023,5,5,6,6,6,0,0,2
Rr Beaton,West Indies,2017,2017,2,2,0,0,0,0,0,0
Rr Behera,United States of America,2021,2021,2,2,4,4,4,0,0,2
Rr David,Canada,2008,2010,8,8,2,2,2,0,0,1
Rr Dower,South Africa,1899,1899,1,2,2,2,2,0,0,1
Rr Emrit,West Indies,2007,2018,6,6,1,1,1,0,0,1
Rr Hendricks,South Africa,2014,2024,114,113,54,54,54,0,0,3
Rr Joshi,Canada,2021,2024,8,8,1,1,1,0,0,1
Rr Jumadeen,West Indies,1972,1979,12,22,4,4,4,0,0,2
Rr Kulkarni,India,1983,1987,13,16,3,3,3,0,0,1
Rr Lindwall,Australia,1946,1960,61,117,26,26,26,0,0,2
Rr Pant,India,2017,2024,146,180,221,194,6,188,27,6
Rr Patel,Kenya,2008,2024,121,121,68,68,68,0,0,3
Rr Powar,India,2004,2007,33,34,3,3,3,0,0,1
Rr Ramdass,West Indies,2005,2005,2,3,2,2,2,0,0,2
Rr Rossouw,South Africa,2014,2023,65,64,35,35,35,0,0,4
Rr Sarwan,West Indies,2000,2013,286,356,105,105,105,0,0,2
Rr Saun,CRC,2024,2024,3,3,0,0,0,0,0,0
Rr Sharan,CAM,2023,2024,22,21,6,6,5,1,0,2
Rr Singh,India,1989,2001,137,137,38,38,38,0,0,3
Rr Watson,Scotland,2006,2010,45,43,18,18,18,0,0,2
Rrs Cornwall,West Indies,2019,2023,10,18,15,15,15,0,0,3
Rs Bopara,England,2007,2015,171,175,48,48,48,0,0,2
Rs Cunis,New Zealand,1964,1972,20,38,1,1,1,0,0,1
Rs Fernando,Sri Lanka,2023,2023,1,1,2,2,2,0,0,2
Rs Gabriel,West Indies,1984,1984,11,11,1,1,1,0,0,1
Rs Gavaskar,India,2004,2004,11,11,5,5,5,0,0,2
Rs Ghai,India,1984,1986,6,6,0,0,0,0,0,0
Rs Grant,West Indies,1935,1939,7,14,13,13,13,0,0,3
Rs Haire,Ireland,2008,2008,2,2,1,1,1,0,0,1
Rs Higgins,Zimbabwe,2006,2006,11,11,5,5,5,0,0,1
